word_count,lead_paragraph,headline,abstract,locations,section,snippet,source,subjects,url,desk,date,type,id
1462,experts weigh in on where the economy is heading and what kind of strategies investors may want to explore,divining year investment strategy,paul sullivan wealth matters column experts weigh in on where economy is headed and what kind of strategies investors may want to explore,[],Your Money,experts weigh in on where the economy is heading and what kind of strategies investors may want to explore,The New York Times,"[u'Personal Finances', u'Economic Conditions and Trends', u'Stocks and Bonds', u""Standard & Poor's 500-Stock Index"", u'United States Economy']",http://www.nytimes.com/2014/01/04/your-money/creating-a-five-year-investment-plan-without-tea-leaves.html,Business,2014-01-04,News,52c6f4c7798810386fb5ca7e
726,el pulpo and tapas bar in southington offers generous helpings of spanish food at modest prices,big portions not so big checks,christopher brooks reviews el pulpo and tapas bar in southington (metropolitan/connecticut),[u'Southington (Conn)'],N.Y. / Region,el pulpo and tapas bar in southington offers generous helpings of spanish food at modest prices,The New York Times,[u'Restaurants'],http://www.nytimes.com/2014/01/05/nyregion/a-review-of-el-pulpo-and-tapas-bar-in-southington.html,Metro,2014-01-05,Review,52c5ecf2798810483bc5c791
755,those all caps messages from lagos in your spam folder actually predate email,who made that nigerian scam ,nigerian scams spam emails sent from nigerian fraudsters requesting advance money in exchange for future payout is latest in series of swindles that first began in britain in the th century and then spread to nigeria after it was established as british colony in ,[u'Nigeria'],Magazine,those all caps messages from lagos in your spam folder actually predate email,The New York Times,"[u'Frauds and Swindling', u'Computer Security', u'E-Mail', u'Inventions and Patents']",http://www.nytimes.com/2014/01/05/magazine/who-made-that-nigerian-scam.html,Magazine,2014-01-05,News,52c6deca798810483bc5c9a6
1009,a closer look at parking spaces home inspections and questionable renovations,knowing when to compromise,real estate qa on payment for parking spaces at co op inspection regulations and liability for previous owner unlicensed renovations,[],Real Estate,a closer look at parking spaces home inspections and questionable renovations,The New York Times,"[u'Parking', u'Real Estate and Housing (Residential)', u'Restoration and Renovation', u'Cooperatives']",http://www.nytimes.com/2014/01/05/realestate/knowing-when-to-compromise.html,RealEstate,2014-01-05,Question,52c6f19f798810386fb5ca75
306,china has held seven people in southern guangdong province for injecting dirty pond water into lamb meat to swell its weight and raise its price state television reported in the latest food scandal to hit the world second largest economy,meat pumped with pond water in south china state tv,,[],Business Day,china has held seven people in southern guangdong province for injecting dirty pond water into lamb meat to swell its weight and raise its price state television reported in the latest food scandal to hit the world second largest economy,Reuters,[],http://www.nytimes.com/reuters/2014/01/06/business/06reuters-china-foodsafety.html,,2014-01-06,News,52ca53c1798810477bd83237
613,a closely watched measure of german inflation decelerated sharply in december to percent adding to fears of deflationary pressure across europe,german price data adds to euro zone deflation concerns,,[],Business Day,a closely watched measure of german inflation decelerated sharply in december to percent adding to fears of deflationary pressure across europe,Reuters,[],http://www.nytimes.com/reuters/2014/01/06/business/06reuters-germany-inflation.html,,2014-01-06,News,52ca8e14798810477bd832a7
717,president omar hassan al bashir is meeting the leaders of south sudan where fighting has been raging,sudan leader flies to south for crisis talks,,"[u'South Sudan', u'Sudan']",World,president omar hassan al bashir is meeting the leaders of south sudan where fighting has been raging,The New York Times,"[u'Oil (Petroleum) and Gasoline', u""Coups D'Etat and Attempted Coups D'Etat"", u'Refugees and Displaced Persons']",http://www.nytimes.com/2014/01/07/world/africa/south-sudan-crisis.html,Foreign,2014-01-07,News,52ca926d798810477bd832b2
1098,with the flow of oil and border security at risk the longstanding rivals discussed joint patrols of south sudan oil fields among other measures,high stakes for sudan in the south conflict,south sudan and sudan are discussing joint patrols in the south oil producing states discussion that would have seemed unthinkable just few years ago while the conflict in south sudan has drawn the attention of the world nowhere are leaders watching the crisis with more interest than in sudan,"[u'South Sudan', u'Sudan']",World,with the flow of oil and border security at risk the longstanding rivals discussed joint patrols of south sudan oil fields among other measures,The New York Times,"[u'International Relations', u'Defense and Military Forces', u'Oil (Petroleum) and Gasoline', u""Coups D'Etat and Attempted Coups D'Etat""]",http://www.nytimes.com/2014/01/07/world/africa/high-stakes-for-sudan-in-the-souths-conflict.html,Foreign,2014-01-07,News,52cb56ab7988100c7a2bc49d
733,altice which owns french and belgian cable companies and mobile operations in israel plans to list its shares on amsterdam nyse euronext with the aim of raising million euros ( million) to cut debt,altice plans million share sale as european cable sector booms,,[],Business Day,altice which owns french and belgian cable companies and mobile operations in israel plans to list its shares on amsterdam nyse euronext with the aim of raising million euros ( million) to cut debt,Reuters,[],http://www.nytimes.com/reuters/2014/01/07/business/07reuters-altice.html,,2014-01-07,News,52cbbde17988100c7a2bc56d
319,the price of oil rose to near barrel tuesday as unusually cold weather in the us was expected to fuel demand in the world largest market for energy,oil prices boosted by us cold snap,,[],World,the price of oil rose to near barrel tuesday as unusually cold weather in the us was expected to fuel demand in the world largest market for energy,AP,[],http://www.nytimes.com/aponline/2014/01/07/world/asia/ap-oil-prices.html,,2014-01-07,News,52cbc2177988100c7a2bc572
594,ap moller maersk has agreed to sell substantial stakes in denmark largest retailer and department store chain as the shipping and oil conglomerate slims down to boost performance,maersk to sell retail stakes to focus on shipping oil,,[],Business Day,ap moller maersk has agreed to sell substantial stakes in denmark largest retailer and department store chain as the shipping and oil conglomerate slims down to boost performance,Reuters,[],http://www.nytimes.com/reuters/2014/01/07/business/07reuters-maersk.html,,2014-01-07,News,52cbd0d27988100c7a2bc5a0
656,us stocks ended higher on tuesday snapping the samp p three day losing streak to give the benchmark index its first positive session of ,wall st scores first rally of sp ends three day drop,,[],Business Day,us stocks ended higher on tuesday snapping the samp p three day losing streak to give the benchmark index its first positive session of ,Reuters,[],http://www.nytimes.com/reuters/2014/01/07/business/07reuters-markets-stocks.html,,2014-01-07,News,52cc02057988100c7a2bc607
513,the us trade deficit fell in november to its lowest level in four years an encouraging sign that economic growth in the final three months of the year was stronger than analysts had forecast,us trade deficit declines to b billion,,[],U.S.,the us trade deficit fell in november to its lowest level in four years an encouraging sign that economic growth in the final three months of the year was stronger than analysts had forecast,AP,[],http://www.nytimes.com/aponline/2014/01/07/us/politics/ap-us-trade-gap.html,,2014-01-07,News,52cc02c57988100c7a2bc60b
651,stocks rallied tuesday ending slump that had ushered in the new year,us stocks rally breaking three day slump,,[],U.S.,stocks rallied tuesday ending slump that had ushered in the new year,AP,[],http://www.nytimes.com/aponline/2014/01/07/us/ap-us-wall-street-.html,,2014-01-07,News,52cc0ec17988100c7a2bc629
1051,american oil companies have not been allowed to export crude for years but the industry wants to change that even though the us still consumes far more oil than it produces,american oil companies call for end to export ban,,[],U.S.,american oil companies have not been allowed to export crude for years but the industry wants to change that even though the us still consumes far more oil than it produces,AP,[],http://www.nytimes.com/aponline/2014/01/07/us/ap-us-oil-exports.html,,2014-01-07,News,52cc5c2f79881060eafcf7fd
3800,,responding to readers on the house edge ,david kocieniewski and gretchen morgenson answer questions about their series of articles examining the challenges posed by wall street influence over markets and the prices consumers pay,[],Business Day,david kocieniewski and gretchen morgenson answer questions about their series of articles examining the challenges posed by wall street influence over markets and the prices consumers pay,The New York Times,"[u'Ethanol', u'Derivatives (Financial Instruments)', u'Regulation and Deregulation of Industry', u'Futures and Options Trading', u'Financial Brokers', u'Commodities', u'Prices (Fares, Fees and Rates)', u'Metals and Minerals']",http://economix.blogs.nytimes.com/2014/01/07/responding-to-readers-on-the-house-edge/,,2014-01-07,Blog,52cc92c779881060eafcf8b5
1039,the polar vortex took the jet stream for turn in the south on monday and tuesday bringing freezing temperatures as far south as florida,arctic blast proves unwelcome novelty especially across south,polar vortex while continuing to leave lethal chill over the midwest takes jet stream for turn in the south bringing freezing temperatures as far south as florida and arctic misery to part of the country that is unaccustomed to it,[u'Southern States (US)'],U.S.,the polar vortex took the jet stream for turn in the south on monday and tuesday bringing freezing temperatures as far south as florida,The New York Times,"[u'Power Failures and Blackouts', u'Weather', u'States (US)', u'Temperature']",http://www.nytimes.com/2014/01/08/us/extreme-weather-gets-frosty-reception-in-much-of-nation.html,National,2014-01-08,News,52ccb50179881060eafcf8f1
205,the price of oil fell more than percent wednesday after government data showed that demand for gasoline fell last week to the lowest level in year,oil drops percent on rise in gasoline supply,,[],World,the price of oil fell more than percent wednesday after government data showed that demand for gasoline fell last week to the lowest level in year,AP,[],http://www.nytimes.com/aponline/2014/01/08/world/asia/ap-oil-prices.html,,2014-01-08,News,52cd103479881060eafcf9bd
662,libya will take to court any foreign firms trying to buy oil from eastern ports seized by armed protesters and stop doing business with them its oil minister said on wednesday,libya will sue cut off firms buying oil from seized ports,,[],World,libya will take to court any foreign firms trying to buy oil from eastern ports seized by armed protesters and stop doing business with them its oil minister said on wednesday,Reuters,[],http://www.nytimes.com/reuters/2014/01/08/world/europe/08reuters-libya-oil.html,,2014-01-08,News,52cd334279881060eafcfa1d
569,us private employers hired staff at the fastest pace in months in december data from payrolls processor showed wednesday burnishing expectations that similar figures due later in the week from the government will confirm the us economy was gathering steam at the end of last year,private sector adds more jobs than expected in december,,[],Business Day,us private employers hired staff at the fastest pace in months in december data from payrolls processor showed wednesday burnishing expectations that similar figures due later in the week from the government will confirm the us economy was,Reuters,[],http://www.nytimes.com/reuters/2014/01/08/business/08reuters-usa-economy-employment-adp.html,,2014-01-08,News,52cd523d79881060eafcfa6c
1348,for weeks american officials have lobbied to exclude iran from the geneva talks on the syrian conflict in late january pointing to tehran military and financial aid to the government of syrian president bashar al assad,eyeing syria talks iran may put assad ties in play,,[],World,for weeks american officials have lobbied to exclude iran from the geneva talks on the syrian conflict in late january pointing to tehran military and financial aid to the government of syrian president bashar al assad,Reuters,[],http://www.nytimes.com/reuters/2014/01/08/world/middleeast/08reuters-syria-crisis-iran.html,,2014-01-08,News,52cd8c997988104060d893a2
392,corn prices fell sharply wednesday after the us government reported surprisingly large increase in ethanol supplies,corn sinks after ethanol supplies come in high,,[],U.S.,corn prices fell sharply wednesday after the us government reported surprisingly large increase in ethanol supplies,AP,[],http://www.nytimes.com/aponline/2014/01/08/us/ap-us-commodities-review.html,,2014-01-08,News,52cdbc7a7988104060d89453
978,several utility companies have recently announced increases in their retail electricity rate as they struggle to meet peak periods of demand,as winter takes hold plunging temperatures test utilities,short term price of natural gas in northeast eases after surging during cold snap but many consumers face prospect of higher bills several utility companies have benn announcing increases in their retail electricity rate as they struggle to meet peak periods of demand,[],Business Day,several utility companies have recently announced increases in their retail electricity rate as they struggle to meet peak periods of demand,The New York Times,"[u'Weather', u'Prices (Fares, Fees and Rates)', u'Natural Gas']",http://www.nytimes.com/2014/01/09/business/energy-environment/as-winter-takes-hold-plunging-temperatures-test-utilities.html,Business,2014-01-09,News,52cdf7e17988104060d8952f
147,india oil ministry is considering partial rollback of bulk diesel prices as sales have dropped significantly oil secretary vivek rae said on thursday,india considering partial rollback of price hike in bulk diesel official,,[],Business Day,india oil ministry is considering partial rollback of bulk diesel prices as sales have dropped significantly oil secretary vivek rae said on thursday,Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-india-diesel.html,,2014-01-09,News,52ce44c57988104060d895f0
643,stock markets around the world fell on thursday as investors took profits following recent steep gains and were reluctant to buy ahead of the closely watched us payrolls report on friday,stocks slip caution reigns before us payrolls,,[],Business Day,stock markets around the world fell on thursday as investors took profits following recent steep gains and were reluctant to buy ahead of the closely watched us payrolls report on friday,Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-markets-global.html,,2014-01-09,News,52ce45777988104060d895f1
283,the price of oil approached barrel thursday rising slightly as expectations of greater use of heating oil during extreme cold weather in north america offset signs of weak demand for gasoline,crude oil nears as us cold snap continues,,[],U.S.,the price of oil approached barrel thursday rising slightly as expectations of greater use of heating oil during extreme cold weather in north america offset signs of weak demand for gasoline,AP,[],http://www.nytimes.com/aponline/2014/01/09/us/ap-oil-prices-.html,,2014-01-09,News,52ce51817988104060d89618
437,britain top share index fell on thursday hit by string of weak trading updates from retailers that confirmed tough christmas on the high street and regulatory concerns for bookmaker william hill,retail difficult christmas pegs back ftse,,[],Business Day,britain top share index fell on thursday hit by string of weak trading updates from retailers that confirmed tough christmas on the high street and regulatory concerns for bookmaker william hill,Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-markets-britain-stocks.html,,2014-01-09,News,52ce68a27988104060d89651
998,a suicide bomber killed iraqi army recruits and wounded in baghdad on thursday officials said in an attack on men volunteering to join the government struggle to crush al qaeda linked militants in anbar province,suicide bomber kills iraqi army recruits,,[],World,a suicide bomber killed iraqi army recruits and wounded in baghdad on thursday officials said in an attack on men volunteering to join the government struggle to crush al qaeda linked militants in anbar province,Reuters,[],http://www.nytimes.com/reuters/2014/01/09/world/middleeast/09reuters-iraq-anbar.html,,2014-01-09,News,52ceb3e17988104060d89719
348,the price of oil closed at the lowest level in eight months thursday as traders worried about bulging supplies of crude oil and falling demand for gasoline,oil falls to month low natural gas drops ,,[],Business Day,the price of oil closed at the lowest level in eight months thursday as traders worried about bulging supplies of crude oil and falling demand for gasoline,AP,[],http://www.nytimes.com/aponline/2014/01/09/business/ap-oil-prices.html,,2014-01-09,News,52cf12f179881021167e51f8
723,,a chef in the field olive oil ,in ojai california the mediterranean like climate produces olives that make for robust extra virgin olive oil much like the varieties from spain and portugal that perfect for making olive oil cake,[u'Ojai (Calif)'],T:Style,in ojai california the mediterranean like climate produces olives that make for robust extra virgin olive oil much like the varieties from spain and portugal that perfect for making olive oil cake,The New York Times,"[u'Desserts', u'Cooking and Cookbooks', u'Olive Oil', u'Cakes']",http://tmagazine.blogs.nytimes.com/2014/01/09/visiting-the-source-a-chef-in-the-field-olive-oil/,TStyle,2014-01-09,Blog,52cf16e579881021167e5211
494,"the chairmen of the senate energy and transportation committees on thursday urged the obama administration to take ""prompt and decisive"" action following number of train derailments involving crude oil shipments including fiery explosion in north dakota last month and an explosion that killed people in canada last year",senators call for action on oil train derailments,,[],U.S.,"the chairmen of the senate energy and transportation committees on thursday urged the obama administration to take ""prompt and decisive"" action following number of train derailments involving crude oil shipments including fiery explosion in",AP,[],http://www.nytimes.com/aponline/2014/01/09/us/politics/ap-us-train-derailments-congress.html,,2014-01-09,News,52cf260279881021167e525f
1267,,business highlights,,[],Business Day,,AP,[],http://www.nytimes.com/aponline/2014/01/09/business/ap-us-business-highlights.html,,2014-01-09,News,52cf26b079881021167e5264
846,us government debt prices jumped while the dollar fell on friday as weaker than expected jobs growth in december cast some doubt on the us economic outlook,bonds jump dollar slips on weak us jobs data,,[],Business Day,us government debt prices jumped while the dollar fell on friday as weaker than expected jobs growth in december cast some doubt on the us economic outlook,Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-markets-global.html,,2014-01-10,News,52cf8dd679881021167e53a4
330,the price of oil jumped more than barrel friday as the us economy added fewer jobs than expected fueling speculation that the federal reserve will reconsider its plans to slow economic stimulus,oil rises jobs data show economy needs fed help,,[],U.S.,the price of oil jumped more than barrel friday as the us economy added fewer jobs than expected fueling speculation that the federal reserve will reconsider its plans to slow economic stimulus,AP,[],http://www.nytimes.com/aponline/2014/01/10/us/ap-oil-prices.html,,2014-01-10,News,52cf90ae79881021167e53b0
729,it was fluke,stocks rise as investors dismiss job report,,[],U.S.,it was fluke,AP,[],http://www.nytimes.com/aponline/2014/01/10/us/ap-us-wall-street.html,,2014-01-10,News,52d0029e79881021167e54b2
798,after the samp p impressive percent return in wall street will get better picture of reality next week as the pace of companies reporting earnings picks up,for stocks earnings take center stage,,[],Business Day,after the samp p impressive percent return in wall street will get better picture of reality next week as the pace of companies reporting earnings picks up,Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-usa-stocks-weekahead.html,,2014-01-10,News,52d07f0d7988103b15b04bf3
1047,the senate will consider legislation to revive expired benefits for million out of work americans on monday but it appears gridlock will continue,jobs data gives hope for benefits extension,news analysis surprisingly weak december jobs report might have strengthened democrats hand in current fight over emergency jobless benefits for long term unemployed even as it weakened party in larger midterm election battle senate is to consider legislation to revive expired benefits for million out of work americans,[],Business Day,the senate will consider legislation to revive expired benefits for million out of work americans on monday but it appears gridlock will continue,The New York Times,"[u'United States Politics and Government', u'Labor and Jobs', u'Unemployment Insurance', u'United States Economy']",http://www.nytimes.com/2014/01/11/business/weak-jobs-report-cited-in-call-for-extended-jobless-benefits.html,Business,2014-01-11,An Analysis; News Analysis,52d039c87988103b15b04aeb
966,new books by william nordhaus linda marsa christopher white and j b mackinnon,global warming,coral davenport reviews books the climate casino risk uncertainty and economics for warming world by william nordhaus fevered why hotter planet will hurt our health and how we can save ourselves by linda marsa the melting world journey across america vanishing glaciers by christopher white and the once and future world nature as it was as it is as it could be by b mackinnon,[],Books,new books by william nordhaus linda marsa christopher white and j b mackinnon,The New York Times,"[u'Books and Literature', u'Global Warming']",http://www.nytimes.com/2014/01/12/books/review/the-climate-casino-by-william-nordhaus-and-more.html,BookReview,2014-01-12,Review,52d01cc179881021167e5501
7934,from no cape town to no niagara falls explore the destinations that made our list, places to go in ,,[],Travel,from no cape town to no niagara falls explore the destinations that made our list,The New York Times,[u'Travel and Vacations'],http://www.nytimes.com/2014/01/12/travel/52-places-to-go-in-2014.html,Travel,2014-01-12,News,52d0654c7988103b15b04b90
1068,a deal between iran and six major powers intended to pave the way to solution to long standoff over tehran nuclear ambitions will come into force on january the iranian foreign ministry and the european union said on sunday,iran nuclear deal to take effect on january ,,[],World,a deal between iran and six major powers intended to pave the way to solution to long standoff over tehran nuclear ambitions will come into force on january the iranian foreign ministry and the european union said on sunday,Reuters,[],http://www.nytimes.com/reuters/2014/01/12/world/middleeast/12reuters-iran-nuclear.html,,2014-01-12,News,52d2cf087988104dbbb4b96e
661,asian shares and currencies were mostly firmer on monday in the wake of surprisingly weak us jobs numbers that revived speculation the federal reserve could keep policy loose for longer,asian shares mostly firmer gold hits one month high,,[],Business Day,asian shares and currencies were mostly firmer on monday in the wake of surprisingly weak us jobs numbers that revived speculation the federal reserve could keep policy loose for longer,Reuters,[],http://www.nytimes.com/reuters/2014/01/12/business/12reuters-markets-global.html,,2014-01-12,News,52d34ced7988104dbbb4ba4d
416,the price of oil fell below barrel monday as libyan production continued to ramp up and the possibility of increased crude exports from iran raised the prospects of excess supply on global markets,crude oil falls below barrel on iran deal,,[],U.S.,the price of oil fell below barrel monday as libyan production continued to ramp up and the possibility of increased crude exports from iran raised the prospects of excess supply on global markets,AP,[],http://www.nytimes.com/aponline/2014/01/13/us/ap-oil-prices.html,,2014-01-13,News,52d3a63e7988104dbbb4bb6b
444,,amec agrees to buy swiss rival for billion ,by acquiring switzerland based foster wheeler the british engineering and project management firm would expand its footprint including increasing its presence in latin america,"[u'Great Britain', u'Switzerland']",Business Day,by acquiring switzerland based foster wheeler the british engineering and project management firm would expand its footprint including increasing its presence in latin america,The New York Times,"[u'Stocks and Bonds', u'Mergers, Acquisitions and Divestitures', u'Engineering and Engineers']",http://dealbook.nytimes.com/2014/01/13/amec-seeks-to-buy-swiss-rival-for-3-2-billion/,,2014-01-13,Blog,52d3c1c07988104dbbb4bbad
1542,,the south greatest governor,henry watkins allen belied the picture of southern administrators as incompetent and inefficient,[u'Louisiana'],Opinion,henry watkins allen belied the picture of southern administrators as incompetent and inefficient,The New York Times,"[u'Governors (US)', u'Civil War (US) (1861-65)']",http://opinionator.blogs.nytimes.com/2014/01/13/the-souths-greatest-governor/,,2014-01-13,Blog,52d415847988104dbbb4bc76
131,stocks are little changed in midday trading as investors wait for the pace of company earnings reports to pick up,stocks are mixed on wall street lululemon drops,,[],U.S.,stocks are little changed in midday trading as investors wait for the pace of company earnings reports to pick up,AP,[],http://www.nytimes.com/aponline/2014/01/13/us/ap-us-wall-street-midday.html,,2014-01-13,News,52d419a97988104dbbb4bc89
205,the price of crude oil is close to an eight month low as traders worry about ramped up exports from iran and libya adding to global supply glut,oil slumps on iran deal beans and grains rise,,[],Business Day,the price of crude oil is close to an eight month low as traders worry about ramped up exports from iran and libya adding to global supply glut,AP,[],http://www.nytimes.com/aponline/2014/01/13/business/ap-us-commodities-review.html,,2014-01-13,News,52d46d4e798810180eb71cba
1274,,europeans struggle to set derivatives rules ,the eu plans last ditch effort to reach agreement on one of the biggest issues highlighted by the financial crisis how to rein in trading of derivatives and other complex instruments,[u'Europe'],Business Day,the eu plans last ditch effort to reach agreement on one of the biggest issues highlighted by the financial crisis how to rein in trading of derivatives and other complex instruments,The New York Times,"[u'Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)', u'Derivatives (Financial Instruments)', u'Law and Legislation', u'European Sovereign Debt Crisis (2010- )', u'Regulation and Deregulation of Industry', u'Banking and Financial Institutions']",http://dealbook.nytimes.com/2014/01/13/europeans-struggle-to-set-derivatives-rules/,,2014-01-13,Blog,52d49656798810180eb71d31
526,falling oil prices depressed energy stocks and investors waited to see how corporate earnings would unfold,market extends new year s slump as investors await more data,stock market drops sharply as falling oil prices depress energy stocks and investors wait to see how corporate earnings will unfold,[],Business Day,falling oil prices depressed energy stocks and investors waited to see how corporate earnings would unfold,The New York Times,"[u'Dow Jones Stock Average', u'Nasdaq Composite Index', u'Company Reports', u'Stocks and Bonds', u""Standard & Poor's 500-Stock Index""]",http://www.nytimes.com/2014/01/14/business/daily-stock-market-activity.html,Business,2014-01-14,News,52d4025b7988104dbbb4bc31
704,the supreme court decided tuesday not to allow lawsuit to move forward in california that accuses foreign company of committing atrocities on foreign soil the decision could make it harder for foreign victims of foreign crime to seek justice in american courts,court won t allow daimlerchrysler suit in calif,,[],U.S.,the supreme court decided tuesday not to allow lawsuit to move forward in california that accuses foreign company of committing atrocities on foreign soil the decision could make it harder for foreign victims of foreign crime to seek justice in,AP,[],http://www.nytimes.com/aponline/2014/01/14/us/politics/ap-us-supreme-court-daimlerchrysler.html,,2014-01-14,News,52d554b9798810180eb71f10
670,,europe reaches agreement on trading of derivatives,the regulations will limit attempts by speculators to corner the market in raw materials like corn or grain,[u'Europe'],Business Day,the regulations will limit attempts by speculators to corner the market in raw materials like corn or grain,The New York Times,"[u'Banking and Financial Institutions', u'Derivatives (Financial Instruments)']",http://dealbook.nytimes.com/2014/01/14/europe-reaches-agreement-on-trading-of-derivatives/,,2014-01-14,Blog,52d5df2b798810799bd555a5
211,the price of oil closed above barrel for the first time in two weeks on big drop in supplies,oil rises nearly on big drop in us supplies,,[],U.S.,the price of oil closed above barrel for the first time in two weeks on big drop in supplies,AP,[],http://www.nytimes.com/aponline/2014/01/15/us/ap-oil-prices.html,,2014-01-15,News,52d618bc798810799bd55657
2279,,good news for bank of america,bank of america fourth quarter results exceeded wall street expectations doctor admits sharing data with former sac trader accused of insider trading regulators revise volcker rule michael lewis has new book,[],Business Day,bank of america fourth quarter results exceeded wall street expectations doctor admits sharing data with former sac trader accused of insider trading regulators revise volcker rule michael lewis has new book,The New York Times,[],http://dealbook.nytimes.com/2014/01/15/morning-agenda-good-news-for-bank-of-america/,,2014-01-15,Blog,52d69145798810799bd55776
1349,nuri al maliki political skills have kept him at the pinnacle of power in iraq since but the shi ite muslim leader has yet to heal the wounds of country traumatized by tyranny occupation and communal strife,insight maliki consolidates power fails to reconcile iraqis,,[],World,nuri al maliki political skills have kept him at the pinnacle of power in iraq since but the shi ite muslim leader has yet to heal the wounds of country traumatized by tyranny occupation and communal strife,Reuters,[],http://www.nytimes.com/reuters/2014/01/15/world/middleeast/15reuters-iraq-politics-maliki-insight.html,,2014-01-15,News,52d69733798810799bd55785
